# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
axle;60;1416390238;33034796;231489628;87.51;125240;28320696;207569368;76.06
axle;60;1416390298;30735120;233789304;88.38;125312;30625000;207552164;76.05
axle;60;1416390358;30708876;233815548;88.39;125452;30649720;207613316;76.07
axle;60;1416390418;30729364;233795060;88.38;125644;30677460;207515064;76.04
axle;60;1416390478;30696904;233827520;88.40;125976;30711496;207502428;76.03
axle;59;1416390538;22523060;242001364;91.49;129508;30802300;215887580;79.11
axle;60;1416390598;23118252;241406172;91.26;129548;30805752;215157008;78.84
axle;60;1416390658;26402328;238122096;90.02;129588;30807400;211704616;77.57
axle;60;1416390718;26401080;238123344;90.02;129616;30808852;211704616;77.57
axle;60;1416390778;27322388;237202036;89.67;129648;30810948;210949476;77.30
axle;60;1416390838;21034148;243490276;92.05;129684;30818484;217908740;79.85
axle;60;1416390898;26395924;238128500;90.02;129716;30820464;211692396;77.57
