Linux 3.0.101-0.15-default (axle) 	11/19/2014 	_x86_64_

11:05:51 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:06:51 AM     all     65.31      0.00     19.14      0.02      0.00     15.53
11:07:51 AM     all     71.48      0.00     21.77      0.00      0.00      6.75
11:08:51 AM     all     71.75      0.00     20.09      0.00      0.00      8.16
11:09:51 AM     all     73.48      0.00     20.06      0.00      0.00      6.46
11:10:51 AM     all     69.94      0.00     22.26      0.00      0.00      7.79
11:11:51 AM     all     69.84      0.00     20.94      0.00      0.00      9.22
11:12:51 AM     all     67.99      0.00     20.63      0.00      0.00     11.37
11:13:51 AM     all     71.76      0.00     19.65      0.00      0.00      8.59
11:14:51 AM     all     48.07      0.00     16.04      0.00      0.00     35.89
11:15:51 AM     all      5.03      0.00      1.26      0.00      0.00     93.71
11:16:51 AM     all      5.40      0.00      1.54      0.00      0.00     93.07
